date,store_id,revenue,transactions,avg_order_value,units_sold,returns,is_promo,is_holiday,temp_c,snow,extreme_weather
2022-12-25,S02,11761.3,376,31.28,683,7,0,1,-4.4,1,0
2022-12-26,S02,9382.56,320,29.32,598,5,0,1,-8.2,0,0
2022-12-27,S02,7233.56,201,35.99,324,5,0,0,-7.5,0,0
2022-12-28,S02,6645.33,184,36.12,272,5,0,0,-1.8,0,0
2022-12-29,S02,6502.46,226,28.77,464,2,0,0,-5.8,0,0
2022-12-30,S02,7144.04,202,35.37,334,3,0,0,-4.2,0,0
2022-12-31,S02,10190.59,318,32.05,556,7,0,0,-2.9,0,0
2023-01-01,S02,9198.7,314,29.3,554,5,0,1,1.4,0,0
2023-01-02,S02,4416.58,117,37.75,195,2,0,0,-0.1,0,0
2023-01-03,S02,4486.39,148,30.31,307,2,0,0,-2.6,1,0
2023-01-04,S02,4663.73,135,34.55,267,2,0,0,1.4,1,0
2023-01-05,S02,4366.55,122,35.79,194,1,0,0,-0.4,1,0
2023-01-06,S02,5469.12,192,28.48,329,6,0,0,-8.1,0,0
2023-01-07,S02,8424.89,280,30.09,478,9,0,0,1.4,0,0
2023-01-08,S02,7135.74,231,30.89,348,5,0,0,-2.2,0,0
2023-01-09,S02,4081.57,126,32.39,259,4,0,0,-9.3,1,0
2023-01-10,S02,4747.0,156,30.43,279,3,0,0,0.3,0,0
2023-01-11,S02,4576.18,161,28.42,275,6,0,0,-1.6,1,0
2023-01-12,S02,4946.72,159,31.11,287,4,0,0,-2.6,1,0
2023-01-13,S02,5575.27,194,28.74,397,2,0,0,-0.0,0,0
2023-01-14,S02,7597.56,244,31.14,463,2,0,0,-2.4,1,0
2023-01-15,S02,7260.01,228,31.84,339,5,0,0,-1.0,0,0
2023-01-16,S02,4055.63,144,28.16,216,2,0,0,-2.5,1,0
2023-01-17,S02,3824.77,132,28.98,193,2,0,0,-2.3,1,0
2023-01-18,S02,4220.95,127,33.24,189,4,0,0,-5.3,1,0
2023-01-19,S02,4802.1,149,32.23,234,2,0,0,-0.4,0,0
2023-01-20,S02,5941.3,163,36.45,233,5,0,0,4.4,0,0
2023-01-21,S02,6114.96,211,28.98,434,4,0,0,-2.6,1,0
2023-01-22,S02,6968.18,205,33.99,410,2,0,0,-3.1,1,0
2023-01-23,S02,4701.71,164,28.67,309,4,0,0,-3.8,1,0
2023-01-24,S02,4039.56,114,35.43,181,2,0,0,-1.6,1,0
2023-01-25,S02,3887.09,130,29.9,221,2,0,0,-4.2,1,0
2023-01-26,S02,5278.06,155,34.05,249,2,0,0,4.9,0,0
2023-01-27,S02,5018.06,145,34.61,211,4,0,0,-0.8,1,0
2023-01-28,S02,7350.14,223,32.96,347,2,0,0,0.8,1,0
2023-01-29,S02,7456.65,225,33.14,394,7,0,0,3.0,0,0
2023-01-30,S02,4405.37,138,31.92,233,5,0,0,-0.8,0,0
2023-01-31,S02,4028.95,131,30.76,273,4,0,0,-1.0,0,0
2023-02-01,S02,4402.25,116,37.95,238,2,0,0,-1.8,1,0
2023-02-02,S02,5028.71,139,36.18,254,2,0,0,-1.8,0,0
2023-02-03,S02,5069.72,133,38.12,246,4,0,0,-4.4,0,0
2023-02-04,S02,9676.73,288,33.6,419,10,1,0,4.4,0,0
2023-02-05,S02,8613.67,289,29.81,457,8,1,0,3.0,0,0
2023-02-06,S02,5229.63,174,30.06,299,5,1,0,-2.4,0,0
2023-02-07,S02,5501.22,189,29.11,352,2,1,0,10.0,0,0
2023-02-08,S02,6255.8,190,32.93,352,5,1,0,4.3,0,0
2023-02-09,S02,5803.41,204,28.45,312,7,1,0,0.7,0,0
2023-02-10,S02,5175.92,162,31.95,274,3,0,0,-1.6,1,0
2023-02-11,S02,6272.53,179,35.04,343,5,0,0,-0.9,1,0
2023-02-12,S02,6104.11,190,32.13,341,4,0,0,-2.7,1,0
2023-02-13,S02,3842.1,128,30.02,264,4,0,0,-0.2,1,0
2023-02-14,S02,4560.57,127,35.91,266,3,0,0,-1.3,0,0
2023-02-15,S02,4959.8,136,36.47,213,4,0,0,7.2,0,0
2023-02-16,S02,5367.86,152,35.31,312,5,0,0,4.9,0,0
2023-02-17,S02,5346.97,145,36.88,230,4,0,0,2.4,0,0
2023-02-18,S02,7034.68,214,32.87,346,4,0,0,7.1,0,0
2023-02-19,S02,6855.49,190,36.08,378,6,0,0,3.1,0,0
2023-02-20,S02,4627.71,133,34.79,202,1,0,0,0.4,0,0
2023-02-21,S02,3745.7,111,33.75,171,2,0,0,1.9,1,0
2023-02-22,S02,4814.3,165,29.18,248,5,0,0,8.1,0,0
2023-02-23,S02,4675.94,154,30.36,307,3,0,0,1.0,0,0
2023-02-24,S02,5200.61,142,36.62,228,2,0,0,-0.4,0,0
2023-02-25,S02,6481.03,202,32.08,284,4,0,0,-0.2,1,0
2023-02-26,S02,6979.32,219,31.87,308,7,0,0,5.9,0,0
2023-02-27,S02,5469.11,172,31.8,240,6,0,0,3.0,0,0
2023-02-28,S02,4891.97,161,30.38,253,1,0,0,2.7,0,0
2023-03-01,S02,5778.15,199,29.04,377,5,0,0,3.6,0,0
2023-03-02,S02,6071.49,183,33.18,287,3,0,0,3.7,0,0
2023-03-03,S02,6262.73,166,37.73,275,6,0,0,2.7,0,0
2023-03-04,S02,8462.84,229,36.96,340,8,0,0,3.8,0,0
2023-03-05,S02,7599.07,269,28.25,510,9,0,0,-1.9,0,0
2023-03-06,S02,5648.32,161,35.08,287,5,0,0,7.9,0,0
2023-03-07,S02,4493.11,152,29.56,270,2,0,0,5.3,0,0
2023-03-08,S02,5595.49,174,32.16,266,5,0,0,3.5,0,0
2023-03-09,S02,5730.32,169,33.91,328,4,0,0,4.7,0,0
2023-03-10,S02,6100.46,179,34.08,366,6,0,0,8.9,0,0
2023-03-11,S02,9431.67,280,33.68,455,10,0,0,8.4,0,0
2023-03-12,S02,7591.24,239,31.76,351,4,0,0,4.1,0,0
2023-03-13,S02,5594.73,159,35.19,326,4,0,0,7.6,0,0
2023-03-14,S02,5272.34,152,34.69,312,5,0,0,9.8,0,0
2023-03-15,S02,5511.23,169,32.61,291,5,0,0,2.7,0,0
2023-03-16,S02,6106.29,195,31.31,287,5,0,0,9.6,0,0
2023-03-17,S02,6033.7,167,36.13,262,5,0,0,6.2,0,0
2023-03-18,S02,8688.4,235,36.97,349,3,0,0,10.1,0,0
2023-03-19,S02,7321.68,222,32.98,362,8,0,0,6.3,0,0
2023-03-20,S02,5033.7,132,38.13,225,4,0,0,3.4,0,0
2023-03-21,S02,5687.64,165,34.47,251,6,0,0,4.1,0,0
2023-03-22,S02,5848.85,196,29.84,284,4,0,0,9.4,0,0
2023-03-23,S02,5445.77,193,28.22,335,4,0,0,10.2,0,0
2023-03-24,S02,5863.75,156,37.59,263,5,0,0,6.9,0,0
2023-03-25,S02,10120.13,282,35.89,510,4,0,0,11.8,0,0
2023-03-26,S02,7538.93,242,31.15,422,5,0,0,5.1,0,0
2023-03-27,S02,5037.88,146,34.51,256,2,0,0,10.1,0,0
2023-03-28,S02,5618.2,164,34.26,344,2,0,0,6.9,0,0
2023-03-29,S02,5385.14,171,31.49,240,2,0,0,8.8,0,0
2023-03-30,S02,5719.89,200,28.6,339,7,0,0,11.1,0,0
2023-03-31,S02,6653.7,190,35.02,394,6,0,0,8.6,0,0
2023-04-01,S02,9817.38,289,33.97,522,2,0,0,10.2,0,0
2023-04-02,S02,8179.68,256,31.95,405,7,0,0,14.6,0,0
2023-04-03,S02,6066.06,211,28.75,375,4,0,0,10.0,0,0
2023-04-04,S02,5702.6,173,32.96,291,2,0,0,14.5,0,0
2023-04-05,S02,5876.67,166,35.4,325,4,0,0,8.8,0,0
2023-04-06,S02,6171.03,211,29.25,383,7,0,0,14.0,0,0
2023-04-07,S02,6541.08,172,38.03,332,1,0,0,16.9,0,0
2023-04-08,S02,9553.95,259,36.89,483,4,0,0,5.4,0,0
2023-04-09,S02,8418.78,226,37.25,447,8,0,0,10.6,0,0
2023-04-10,S02,5349.94,175,30.57,315,3,0,0,15.0,0,0
2023-04-11,S02,5814.82,187,31.1,361,5,0,0,12.8,0,0
2023-04-12,S02,5768.13,184,31.35,327,6,0,0,14.7,0,0
2023-04-13,S02,5958.34,176,33.85,358,4,0,0,12.0,0,0
2023-04-14,S02,6608.37,174,37.98,247,4,0,0,14.3,0,0
2023-04-15,S02,9828.31,293,33.54,559,11,0,0,13.7,0,0
2023-04-16,S02,8415.67,245,34.35,424,7,0,0,17.9,0,0
2023-04-17,S02,6041.0,181,33.38,342,6,0,0,15.4,0,0
2023-04-18,S02,6294.06,223,28.22,362,8,0,0,15.8,0,0
2023-04-19,S02,5950.57,208,28.61,406,2,0,0,13.7,0,0
2023-04-20,S02,5948.08,172,34.58,337,2,0,0,13.7,0,0
2023-04-21,S02,6348.05,199,31.9,310,6,0,0,14.1,0,0
2023-04-22,S02,9415.37,282,33.39,514,5,0,0,16.7,0,0
2023-04-23,S02,8709.9,257,33.89,531,8,0,0,14.5,0,0
2023-04-24,S02,6147.6,163,37.72,256,4,0,0,16.8,0,0
2023-04-25,S02,5299.26,166,31.92,272,5,0,0,22.3,0,0
2023-04-26,S02,6294.95,211,29.83,377,7,0,0,18.9,0,0
2023-04-27,S02,6572.24,175,37.56,247,3,0,0,15.5,0,0
2023-04-28,S02,7644.0,232,32.95,476,3,0,0,20.2,0,0
2023-04-29,S02,9365.89,257,36.44,431,6,0,0,15.6,0,0
2023-04-30,S02,8263.51,221,37.39,319,4,0,0,10.8,0,0
2023-05-01,S02,5475.22,185,29.6,276,3,0,0,14.1,0,0
2023-05-02,S02,5888.16,168,35.05,303,2,0,0,11.7,0,0
2023-05-03,S02,5978.02,165,36.23,289,2,0,0,16.4,0,0
2023-05-04,S02,6226.71,171,36.41,337,2,0,0,17.6,0,0
2023-05-05,S02,6769.97,181,37.4,356,3,0,0,22.8,0,0
2023-05-06,S02,9027.16,322,28.03,646,11,0,0,18.9,0,0
2023-05-07,S02,8841.86,305,28.99,590,10,0,0,17.4,0,0
2023-05-08,S02,6168.57,179,34.46,354,7,0,0,20.7,0,0
2023-05-09,S02,6462.7,206,31.37,408,7,0,0,11.7,0,0
2023-05-10,S02,6368.68,204,31.22,383,6,0,0,19.2,0,0
2023-05-11,S02,7053.98,193,36.55,346,3,0,0,20.9,0,0
2023-05-12,S02,7619.49,249,30.6,443,3,0,0,14.3,0,0
2023-05-13,S02,9038.92,246,36.74,497,4,0,0,22.3,0,0
2023-05-14,S02,8747.44,250,34.99,467,3,0,0,20.0,0,0
2023-05-15,S02,5576.01,155,35.97,300,2,0,0,17.9,0,0
2023-05-16,S02,5816.16,200,29.08,319,6,0,0,21.2,0,0
2023-05-17,S02,6477.95,198,32.72,390,2,0,0,26.2,0,0
2023-05-18,S02,6583.1,226,29.13,371,8,0,0,20.1,0,0
2023-05-19,S02,7792.37,263,29.63,381,8,0,0,20.4,0,0
2023-05-20,S02,11177.47,386,28.96,720,4,0,0,18.4,0,0
2023-05-21,S02,9120.44,299,30.5,557,10,0,0,17.3,0,0
2023-05-22,S02,5961.39,185,32.22,317,2,0,0,22.4,0,0
2023-05-23,S02,6127.71,195,31.42,306,6,0,0,17.5,0,0
2023-05-24,S02,6403.97,182,35.19,354,4,0,0,20.4,0,0
2023-05-25,S02,6863.57,196,35.02,291,4,0,0,18.8,0,0
2023-05-26,S02,6846.18,221,30.98,353,7,0,0,21.8,0,0
2023-05-27,S02,10302.68,341,30.21,555,6,0,0,21.4,0,0
2023-05-28,S02,8766.88,239,36.68,441,5,0,0,23.6,0,0
2023-05-29,S02,6416.8,201,31.92,411,7,0,0,19.1,0,0
2023-05-30,S02,6690.88,205,32.64,368,7,0,0,19.9,0,0
2023-05-31,S02,7080.5,231,30.65,365,3,0,0,17.8,0,0
2023-06-01,S02,8256.26,250,33.03,484,3,1,0,19.5,0,0
2023-06-02,S02,8266.49,255,32.42,533,6,1,0,22.0,0,0
2023-06-03,S02,11234.38,353,31.83,701,12,1,0,23.2,0,0
2023-06-04,S02,10980.34,345,31.83,512,10,1,0,18.2,0,0
2023-06-05,S02,6931.42,195,35.55,399,5,1,0,23.7,0,0
2023-06-06,S02,5735.81,184,31.17,323,3,0,0,25.2,0,0
2023-06-07,S02,6460.03,199,32.46,343,7,0,0,22.4,0,0
2023-06-08,S02,6427.95,173,37.16,354,4,0,0,26.9,0,0
2023-06-09,S02,7683.05,204,37.66,305,7,0,0,18.9,0,0
2023-06-10,S02,11446.38,332,34.48,667,7,0,0,17.6,0,0
2023-06-11,S02,9039.03,238,37.98,337,8,0,0,16.0,0,0
2023-06-12,S02,7722.82,213,36.26,353,7,1,0,25.9,0,0
2023-06-13,S02,7032.23,233,30.18,448,5,1,0,23.4,0,0
2023-06-14,S02,8142.24,253,32.18,389,8,1,0,21.3,0,0
2023-06-15,S02,7987.14,226,35.34,330,8,1,0,22.3,0,0
2023-06-16,S02,8407.05,278,30.24,462,6,1,0,18.1,0,0
2023-06-17,S02,10552.45,312,33.82,631,11,1,0,28.8,0,0
2023-06-18,S02,12259.22,357,34.34,591,4,1,0,21.9,0,0
2023-06-19,S02,6845.55,238,28.76,419,6,1,0,21.8,0,0
2023-06-20,S02,5906.7,181,32.63,377,4,0,0,23.7,0,0
2023-06-21,S02,6607.06,209,31.61,353,3,0,0,22.9,0,0
2023-06-22,S02,6955.32,186,37.39,337,4,0,0,22.2,0,0
2023-06-23,S02,7510.6,232,32.37,365,4,0,0,19.1,0,0
2023-06-24,S02,10322.65,313,32.98,535,12,0,0,22.9,0,0
2023-06-25,S02,8676.05,257,33.76,397,2,0,0,27.1,0,0
2023-06-26,S02,6503.16,219,29.69,359,7,0,0,25.5,0,0
2023-06-27,S02,6445.68,174,37.04,272,5,0,0,26.2,0,0
2023-06-28,S02,6028.28,185,32.59,328,4,0,0,19.9,0,0
2023-06-29,S02,7497.47,263,28.51,380,7,0,0,18.4,0,0
2023-06-30,S02,7230.81,207,34.93,344,7,0,0,20.9,0,0
2023-07-01,S02,14917.44,412,36.21,663,4,0,1,21.5,0,0
2023-07-02,S02,8527.48,254,33.57,471,4,0,0,24.5,0,0
2023-07-03,S02,5882.54,206,28.56,358,2,0,0,16.1,0,0
2023-07-04,S02,6270.59,177,35.43,325,3,0,0,25.7,0,0
2023-07-05,S02,6452.33,198,32.59,309,3,0,0,20.6,0,0
2023-07-06,S02,7394.74,248,29.82,488,5,0,0,19.8,0,0
2023-07-07,S02,6790.15,193,35.18,317,6,0,0,17.9,0,0
2023-07-08,S02,10559.33,310,34.06,575,6,0,0,16.0,0,0
2023-07-09,S02,8777.11,261,33.63,400,10,0,0,23.3,0,0
2023-07-10,S02,6534.14,188,34.76,333,5,0,0,21.0,0,0
2023-07-11,S02,6576.93,226,29.1,369,3,0,0,16.8,0,0
2023-07-12,S02,6510.45,178,36.58,250,4,0,0,16.7,0,0
2023-07-13,S02,7903.22,215,36.76,418,6,0,0,19.5,0,0
2023-07-14,S02,7505.6,241,31.14,376,7,0,0,25.5,0,0
2023-07-15,S02,11147.03,359,31.05,684,7,0,0,19.6,0,0
2023-07-16,S02,8602.27,241,35.69,434,8,0,0,15.8,0,0
2023-07-17,S02,6290.95,166,37.9,276,6,0,0,19.5,0,0
2023-07-18,S02,6531.52,232,28.15,467,2,0,0,19.3,0,0
2023-07-19,S02,6790.9,202,33.62,337,6,0,0,11.9,0,0
2023-07-20,S02,6828.28,219,31.18,338,7,0,0,19.7,0,0
2023-07-21,S02,7152.4,213,33.58,410,5,0,0,19.1,0,0
2023-07-22,S02,8514.22,300,28.38,581,4,0,0,21.8,0,0
2023-07-23,S02,9031.13,276,32.72,386,4,0,0,25.1,0,0
2023-07-24,S02,5989.75,172,34.82,332,5,0,0,22.8,0,0
2023-07-25,S02,6398.21,197,32.48,376,5,0,0,18.5,0,0
2023-07-26,S02,7083.94,235,30.14,417,6,0,0,15.9,0,0
2023-07-27,S02,7903.72,223,35.44,343,4,0,0,26.8,0,0
2023-07-28,S02,7769.96,247,31.46,362,5,0,0,19.1,0,0
2023-07-29,S02,11101.62,314,35.36,566,4,0,0,18.9,0,0
2023-07-30,S02,9707.05,274,35.43,405,8,0,0,18.6,0,0
2023-07-31,S02,6618.54,224,29.55,328,3,0,0,19.1,0,0
2023-08-01,S02,6542.19,197,33.21,313,7,0,0,18.0,0,0
2023-08-02,S02,6446.45,172,37.48,274,5,0,0,16.5,0,0
2023-08-03,S02,6648.87,190,34.99,340,3,0,0,16.5,0,0
2023-08-04,S02,7466.76,199,37.52,411,2,0,0,17.9,0,0
2023-08-05,S02,11273.04,360,31.31,584,5,0,0,16.2,0,0
2023-08-06,S02,9522.59,294,32.39,596,3,0,0,15.5,0,0
2023-08-07,S02,6763.01,186,36.36,300,1,0,0,17.8,0,0
2023-08-08,S02,5829.28,157,37.13,249,2,0,0,16.6,0,0
2023-08-09,S02,6657.41,228,29.2,377,3,0,0,21.7,0,0
2023-08-10,S02,6947.29,233,29.82,366,6,0,0,9.1,0,0
2023-08-11,S02,7554.03,232,32.56,374,5,0,0,20.1,0,0
2023-08-12,S02,9338.27,261,35.78,497,5,0,0,20.4,0,0
2023-08-13,S02,8091.31,217,37.29,423,5,0,0,10.3,0,0
2023-08-14,S02,5381.89,164,32.82,267,2,0,0,15.3,0,0
2023-08-15,S02,7529.5,204,36.91,372,2,1,0,15.1,0,0
2023-08-16,S02,9122.96,244,37.39,493,2,1,0,11.8,0,0
2023-08-17,S02,8387.82,239,35.1,374,6,1,0,13.5,0,0
2023-08-18,S02,8288.5,228,36.35,375,5,1,0,12.3,0,0
2023-08-19,S02,12673.12,365,34.72,560,10,1,0,20.7,0,0
2023-08-20,S02,10902.19,338,32.26,705,5,1,0,18.1,0,0
2023-08-21,S02,7605.17,216,35.21,308,3,1,0,18.9,0,0
2023-08-22,S02,7507.09,257,29.21,386,6,1,0,17.1,0,0
2023-08-23,S02,6046.91,203,29.79,397,2,0,0,11.3,0,0
2023-08-24,S02,6571.64,191,34.41,382,2,0,0,12.9,0,0
2023-08-25,S02,7642.76,253,30.21,489,6,0,0,15.8,0,0
2023-08-26,S02,10369.49,277,37.43,453,6,0,0,10.5,0,0
2023-08-27,S02,9771.68,260,37.58,426,10,0,0,16.1,0,0
2023-08-28,S02,5776.08,156,37.03,240,4,0,0,13.0,0,0
2023-08-29,S02,6725.99,179,37.58,265,6,0,0,12.4,0,0
2023-08-30,S02,6584.18,184,35.78,354,5,0,0,15.5,0,0
2023-08-31,S02,6871.21,236,29.12,488,3,0,0,14.5,0,0
2023-09-01,S02,7654.81,213,35.94,406,4,0,0,11.8,0,0
2023-09-02,S02,9819.65,281,34.95,474,9,0,0,16.2,0,0
2023-09-03,S02,8983.9,315,28.52,646,6,0,0,9.3,0,0
2023-09-04,S02,6229.89,172,36.22,297,5,0,0,14.1,0,0
2023-09-05,S02,6389.35,206,31.02,367,2,0,0,13.9,0,0
2023-09-06,S02,6687.24,203,32.94,295,7,0,0,11.0,0,0
2023-09-07,S02,7113.02,204,34.87,346,8,0,0,12.6,0,0
2023-09-08,S02,7354.42,196,37.52,405,2,0,0,7.7,0,0
2023-09-09,S02,9644.33,275,35.07,525,7,0,0,14.0,0,0
2023-09-10,S02,10154.96,360,28.21,736,8,0,0,10.5,0,0
2023-09-11,S02,5993.61,176,34.05,346,3,0,0,9.3,0,0
2023-09-12,S02,6294.83,222,28.36,454,4,0,0,13.8,0,0
2023-09-13,S02,6095.94,214,28.49,320,8,0,0,8.3,0,0
2023-09-14,S02,5743.52,162,35.45,250,2,0,0,6.0,0,0
2023-09-15,S02,8297.01,224,37.04,417,6,1,0,5.3,0,0
2023-09-16,S02,12139.32,414,29.32,699,15,1,0,11.6,0,0
2023-09-17,S02,11153.94,397,28.1,672,4,1,0,5.7,0,0
2023-09-18,S02,7341.56,193,38.04,284,7,1,0,14.6,0,0
2023-09-19,S02,7870.18,216,36.44,413,2,1,0,2.9,0,0
2023-09-20,S02,8249.92,236,34.96,411,5,1,0,14.0,0,0
2023-09-21,S02,8539.83,289,29.55,508,9,1,0,9.3,0,0
2023-09-22,S02,8706.9,297,29.32,597,6,1,0,8.2,0,0
2023-09-23,S02,12155.61,396,30.7,620,9,1,0,6.6,0,0
2023-09-24,S02,10674.05,309,34.54,555,11,1,0,9.2,0,0
2023-09-25,S02,5694.69,171,33.3,300,6,0,0,7.7,0,0
2023-09-26,S02,6685.36,221,30.25,311,4,0,0,10.9,0,0
2023-09-27,S02,5910.31,189,31.27,281,4,0,0,7.7,0,0
2023-09-28,S02,6581.95,232,28.37,474,5,0,0,7.6,0,0
2023-09-29,S02,7233.14,196,36.9,370,6,0,0,5.9,0,0
2023-09-30,S02,8646.25,242,35.73,389,7,0,0,6.6,0,0
2023-10-01,S02,9900.38,329,30.09,588,9,0,0,7.5,0,0
2023-10-02,S02,6291.62,175,35.95,265,3,0,0,1.2,0,0
2023-10-03,S02,6675.45,184,36.28,361,7,0,0,2.1,0,0
2023-10-04,S02,6692.85,229,29.23,354,3,0,0,8.1,0,0
2023-10-05,S02,6420.02,182,35.27,349,5,0,0,6.2,0,0
2023-10-06,S02,7721.37,215,35.91,378,5,0,0,4.9,0,0
2023-10-07,S02,10670.98,286,37.31,530,8,0,0,5.3,0,0
2023-10-08,S02,10045.31,296,33.94,516,9,0,0,6.1,0,0
2023-10-09,S02,6609.5,195,33.89,290,4,0,0,3.3,0,0
2023-10-10,S02,5924.05,183,32.37,311,4,0,0,2.3,0,0
2023-10-11,S02,7278.76,230,31.65,384,5,0,0,5.1,0,0
2023-10-12,S02,7406.62,233,31.79,484,2,0,0,1.3,0,0
2023-10-13,S02,7982.17,283,28.21,539,6,0,0,5.3,0,0
2023-10-14,S02,10040.03,309,32.49,560,6,0,0,-1.2,0,0
2023-10-15,S02,9080.2,298,30.47,420,10,0,0,6.8,0,0
2023-10-16,S02,6632.29,177,37.47,283,4,0,0,4.9,0,0
2023-10-17,S02,6444.46,206,31.28,296,7,0,0,4.1,0,0
2023-10-18,S02,8006.71,220,36.39,345,3,0,0,6.1,0,0
2023-10-19,S02,6969.93,199,35.02,389,4,0,0,7.9,0,0
2023-10-20,S02,7125.86,223,31.95,348,7,0,0,5.8,0,0
2023-10-21,S02,9558.16,260,36.76,520,3,0,0,-3.0,0,0
2023-10-22,S02,9473.7,279,33.96,583,8,0,0,-1.5,0,0
2023-10-23,S02,6208.16,190,32.67,285,2,0,0,0.3,0,0
2023-10-24,S02,5624.72,159,35.38,230,5,0,0,2.1,0,0
2023-10-25,S02,7429.58,214,34.72,370,7,0,0,3.4,0,0
2023-10-26,S02,6632.12,177,37.47,324,2,0,0,-0.5,0,0
2023-10-27,S02,7406.15,218,33.97,369,3,0,0,2.0,0,0
2023-10-28,S02,10174.34,272,37.41,519,3,0,0,-1.0,0,0
2023-10-29,S02,8240.5,272,30.3,446,7,0,0,-0.7,0,0
2023-10-30,S02,5498.21,175,31.42,298,6,0,0,-3.2,0,0
2023-10-31,S02,6406.66,214,29.94,407,4,0,0,-2.0,0,0
2023-11-01,S02,6652.83,177,37.59,365,3,0,0,-3.4,0,0
2023-11-02,S02,7332.87,215,34.11,317,4,0,0,-2.4,0,0
2023-11-03,S02,8345.58,243,34.34,448,4,0,0,3.5,0,0
2023-11-04,S02,11192.28,394,28.41,585,10,0,0,-2.7,0,0
2023-11-05,S02,10425.8,350,29.79,564,9,0,0,7.9,0,0
2023-11-06,S02,6161.54,166,37.12,292,2,0,0,1.4,0,0
2023-11-07,S02,7491.67,221,33.9,352,7,0,0,0.3,0,0
2023-11-08,S02,6669.71,225,29.64,356,5,0,0,-3.0,0,0
2023-11-09,S02,8132.96,219,37.14,331,3,0,0,1.6,0,0
2023-11-10,S02,7723.97,263,29.37,407,5,0,0,-2.4,0,0
2023-11-11,S02,11568.59,362,31.96,699,8,0,0,-0.5,0,0
2023-11-12,S02,10163.28,310,32.78,520,10,0,0,6.7,0,0
2023-11-13,S02,5665.29,152,37.27,258,5,0,0,-1.4,0,0
2023-11-14,S02,7059.88,231,30.56,481,5,0,0,2.2,0,0
2023-11-15,S02,7075.7,203,34.86,338,3,0,0,-3.4,0,0
2023-11-16,S02,6961.03,237,29.37,478,4,0,0,-1.6,0,0
2023-11-17,S02,8105.42,231,35.09,397,5,0,0,3.7,0,0
2023-11-18,S02,14152.07,470,30.11,716,9,1,0,-3.6,0,0
2023-11-19,S02,12521.36,359,34.88,639,3,1,0,3.6,0,0
2023-11-20,S02,9107.01,259,35.16,441,3,1,0,0.2,0,0
2023-11-21,S02,8150.29,266,30.64,411,9,1,0,-3.7,0,0
2023-11-22,S02,7649.12,228,33.55,371,3,1,0,-0.2,0,0
2023-11-23,S02,7289.06,235,31.02,375,4,0,0,0.7,0,0
2023-11-24,S02,7527.2,209,36.02,407,6,0,0,-0.4,0,0
2023-11-25,S02,10855.21,294,36.92,546,3,0,0,-7.1,0,0
2023-11-26,S02,9065.81,318,28.51,481,5,0,0,-4.7,0,0
2023-11-27,S02,5913.07,177,33.41,349,4,0,0,-3.3,0,0
2023-11-28,S02,6218.99,192,32.39,301,7,0,0,-2.9,0,0
2023-11-29,S02,6648.86,187,35.56,306,2,0,0,-0.8,0,0
2023-11-30,S02,6729.25,177,38.02,279,6,0,0,-2.3,0,0
2023-12-01,S02,8030.1,275,29.2,510,5,0,0,-6.9,0,0
2023-12-02,S02,12850.19,348,36.93,559,4,0,0,-0.5,0,0
2023-12-03,S02,10508.04,350,30.02,687,13,0,0,-1.1,0,0
2023-12-04,S02,6663.74,193,34.53,362,3,0,0,-4.4,0,0
2023-12-05,S02,6631.15,215,30.84,314,8,0,0,-1.2,1,0
2023-12-06,S02,7527.62,264,28.51,482,5,0,0,-0.7,1,0
2023-12-07,S02,8005.7,268,29.87,456,10,0,0,-2.8,0,0
2023-12-08,S02,8269.32,271,30.51,410,7,0,0,-1.9,0,0
2023-12-09,S02,10621.83,307,34.6,539,4,0,0,-3.9,0,0
2023-12-10,S02,10089.63,274,36.82,404,4,0,0,0.1,0,0
2023-12-11,S02,6340.48,208,30.48,366,5,0,0,-3.6,1,0
2023-12-12,S02,6592.19,196,33.63,374,7,0,0,-7.6,1,0
2023-12-13,S02,6208.22,189,32.85,270,6,0,0,-1.9,1,0
2023-12-14,S02,7088.78,251,28.24,407,3,0,0,-6.6,0,0
2023-12-15,S02,7666.6,225,34.07,438,3,0,0,0.4,1,0
2023-12-16,S02,10023.73,323,31.03,644,9,0,0,-2.2,0,0
2023-12-17,S02,8560.78,294,29.12,552,9,0,0,-9.3,1,0
2023-12-18,S02,6983.15,217,32.18,327,6,0,0,-0.9,0,0
2023-12-19,S02,6856.58,219,31.31,327,3,0,0,-2.6,1,0
2023-12-20,S02,7584.86,236,32.14,351,5,0,0,-1.4,0,0
2023-12-21,S02,8166.11,243,33.61,434,5,0,0,-3.4,0,0
2023-12-22,S02,9895.95,274,36.12,400,5,0,0,0.2,0,0
2023-12-23,S02,12179.63,326,37.36,653,12,0,0,-5.5,0,0
2023-12-24,S02,10168.4,285,35.68,505,9,0,0,-0.7,0,0
2023-12-25,S02,10663.97,316,33.75,468,5,0,1,-2.5,0,0
2023-12-26,S02,10671.97,368,29.0,740,7,0,1,-8.5,0,0
2023-12-27,S02,7264.84,226,32.15,401,2,0,0,-8.7,1,0
2023-12-28,S02,6774.72,193,35.1,377,6,0,0,-4.3,1,0
2023-12-29,S02,7872.63,213,36.96,345,3,0,0,-5.8,1,0
2023-12-30,S02,10112.81,283,35.73,533,5,0,0,-9.1,0,0
2023-12-31,S02,9359.55,297,31.51,447,10,0,0,-6.9,1,0
2024-01-01,S02,5449.47,167,32.63,328,3,0,1,-3.7,0,0
2024-01-02,S02,4739.85,151,31.39,265,4,0,0,-5.7,0,0
